CICompoundList,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,SMILES,CAS
"4-Bromobenzoic acid, 97%",586-76-5,,201.019,C7H5BrO2,OC(=O)c1ccc(Br)cc1,,
4-bromobenzenesulfonyl chloride,98-58-8,,255.51,C6H4BrClO2S,ClS(=O)(=O)c1ccc(Br)cc1,O=S(=O)(Cl)c1ccc(Br)cc1,98-58-8
4-Bromobenzenesulfonamide,701-34-8,,236.08,C6H6BrNO2S,NS(=O)(=O)c1ccc(Br)cc1,NS(=O)(=O)c1ccc(Br)cc1,701-34-8
4-bromobenzene sulfonyl chloride,89-58-8,,0,,,Brc1ccccc1.O=S(=O)(Cl)Cl,
"4-Bromobenzaldehyde, 99%",1122-91-4,,185.02,C7H5BrO,Brc1ccc(C=O)cc1,,
"4-Bromoanisole, 98%",104-92-7,,187.036,C7H7BrO,COc1ccc(Br)cc1,,
"4-Bromo-N,N-dimethylaniline",586-77-6,,200.079,C8H10BrN,CN(C)c1ccc(Br)cc1,CN(C)c1ccc(Br)cc1,586-77-6
4-Bromo-4'-hydroxybiphenyl,29558-77-8,,249.107,C12H9BrO,Oc1ccc(cc1)-c1ccc(Br)cc1,Oc1ccc(-c2ccc(Br)cc2)cc1,29558-77-8
4-Bromo-3-nitroanisole,5344-78-5,,232.033,C7H6BrNO3,COc1ccc(Br)c(c1)[N+]([O-])=O,COc1ccc(Br)c([N+](=O)[O-])c1,5344-78-5
4-Bromo-3-methylphenol,14472-14-1,,187.036,C7H7BrO,Cc1cc(O)ccc1Br,Cc1cc(O)ccc1Br,14472-14-1
4-BROMO-3-METHYLBENZONITRILE,41963-20-6,,196.047,C8H6BrN,Cc1cc(ccc1Br)C#N,Cc1cc(C#N)ccc1Br,41963-20-6
4-Bromo-3-methylaniline,6933-10-4,,186.052,C7H8BrN,Cc1cc(N)ccc1Br,Cc1cc(N)ccc1Br,6933-10-4
4-Bromo-3-fluorobenzenesulfonyl chloride,351003-51-5,,273.5,C6H3BrClFO2S,Fc1cc(ccc1Br)S(Cl)(=O)=O,O=S(=O)(Cl)c1ccc(Br)c(F)c1,351003-51-5
"4-Bromo-3,5-dimethylbenzoic acid",7697-32-7,,227.058,C9H7BrO2,Cc1[c-]c([c-]c(C)c1Br)C(O)=O,Cc1cc(C(=O)O)cc(C)c1Br,7697-32-7
"4-Bromo-3,5-dimethylbenzaldehyde",400822-47-1,,213.074,C9H9BrO,Cc1cc(C=O)cc(C)c1Br,Cc1cc(C=O)cc(C)c1Br,400822-47-1
4-Bromo-2-nitrotoluene,60956-26-5,,216.034,C7H6BrNO2,Cc1ccc(Br)cc1[N+]([O-])=O,Cc1ccc(Br)cc1[N+](=O)[O-],60956-26-5
4-Bromo-2-nitroaniline,875-51-4,,217.022,C6H5BrN2O2,Nc1ccc(Br)cc1[N+]([O-])=O,Nc1ccc(Br)cc1[N+](=O)[O-],875-51-4
4-BROMO-2-METHYLANISOLE,14804-31-0,,201.063,C8H9BrO,COc1ccc(Br)cc1C,COc1ccc(Br)cc1C,14804-31-0
"4-Bromo-2-methyl-1H-pyrrolo[2,3-b]pyridine",1014613-64-9,,211.062,C8H7BrN2,Cc1cc2c(Br)ccnc2[nH]1,Cc1cc2c(Br)ccnc2[nH]1,1014613-64-9
4-BROMO-2-IODOANILINE,66416-72-6,,297.921,C6H5BrIN,Nc1ccc(Br)cc1I,Nc1ccc(Br)cc1I,66416-72-6
4-Bromo-2-fluorobenzoic acid,112704-79-7,,219.009,C7H4BrFO2,OC(=O)c1ccc(Br)cc1F,O=C(O)c1ccc(Br)cc1F,112704-79-7
4-Bromo-2-fluorobenzaldehyde,57848-46-1,,203.01,C7H4BrFO,Fc1cc(Br)ccc1C=O,O=Cc1ccc(Br)cc1F,57848-46-1
"4-Bromo-2-fluoroaniline, 99%",367-24-8,,190.015,C6H5BrFN,Nc1ccc(Br)cc1F,,
4-Bromo-2-(4-chlorophenyl)-5-(trifluoromethyl)-1H-pyrrole-3-carbonitrile,122454-29-9,,349.54,C12H5BrClF3N2,FC(F)(F)c1[nH]c(c(C#N)c1Br)-c1ccc(Cl)cc1,N#Cc1c(-c2ccc(Cl)cc2)[nH]c(C(F)(F)F)c1Br,122454-29-9
"4-Bromo-2,6-di-tert-butylphenol",1139-52-2,,285.225,C14H21BrO,CC(C)(C)c1cc(Br)cc(c1O)C(C)(C)C,CC(C)(C)c1cc(Br)cc(C(C)(C)C)c1O,1139-52-2
4-Bromo-1-methylpyridin-2(1H)-one,214342-63-9,,188.024,C6H6BrNO,Cn1ccc(Br)cc1=O,Cn1ccc(Br)cc1=O,214342-63-9
4-bromo-1-bytyne,38771-21-0,,132.988,C4H5Br,BrCCC#C,,
4-Bromo-1-butene,5162-44-7,,135.004,C4H7Br,BrCCC=C,C=CCCBr,5162-44-7
4-Bromo-1-butanol,33036-62-3,,153.019,C4H9BrO,OCCCCBr,OCCCCBr,33036-62-3
"4-Bromo-1,1-difluorobut-1-ene 97%",147804-02-2,,170.985,C4H5BrF2,F\[#6](F)=[#6]\[#6]-[#6]Br,,
4-BIPHENYLSULFONYL CHLORIDE,1623-93-4,,252.71,C12H9ClO2S,ClS(=O)(=O)c1ccc(cc1)-c1ccccc1,O=S(=O)(Cl)c1ccc(-c2ccccc2)cc1,1623-93-4
"4-Biphenylcarboxylic acid, 99%",92-92-2,,198.221,C13H10O2,OC(=O)c1ccc(cc1)-c1ccccc1,,
"4-Biphenylcarboxaldehyde, 99%",3218-36-8,,182.222,C13H10O,O=Cc1ccc(cc1)-c1ccccc1,,
4-biphenylboronic acid,5122-94-1,,198.03,C12H11BO2,OB(O)c1ccc(cc1)-c1ccccc1,OB(O)c1ccc(-c2ccccc2)cc1,5122-94-1
4-BENZYLPIPERIDINE,31252-42-3,,175.275,C12H17N,C(C1CCNCC1)c1ccccc1,c1ccc(CC2CCNCC2)cc1,31252-42-3
4-Benzyloxybromobenzene,6793-92-6,,263.134,C13H11BrO,Brc1ccc(OCc2ccccc2)cc1,Brc1ccc(OCc2ccccc2)cc1,6793-92-6
4-BENZYLOXYBENZYL ALCOHOL,836-43-1,,214.264,C14H14O2,OCc1ccc(OCc2ccccc2)cc1,OCc1ccc(OCc2ccccc2)cc1,836-43-1
4-BENZYLOXY-3-METHOXYBENZALDEHYDE,2426-87-1,,242.274,C15H14O3,COc1cc(C=O)ccc1OCc1ccccc1,COc1cc(C=O)ccc1OCc1ccccc1,2426-87-1
4-benzyloxy-2-formylphenyl boronic acid,139962-97-3,,256.06,C14H13BO4,OB(O)c1ccc(OCc2ccccc2)cc1C=O,O=Cc1cc(OCc2ccccc2)ccc1B(O)O,139962-97-3
"4-Benzoylpyridine, 98%",14548-46-0,,183.21,C12H9NO,O=C(c1ccccc1)c1ccncc1,,
"4-Benzoylbutyric acid, 97%",1501-05-9,,192.214,C11H12O3,OC(=O)CCCC(=O)c1ccccc1,,
4-benzoyl-3-methyl-1-phenyl-1H-pyrazol-5(4H)-one,4551-69-3,,278.311,C17H14N2O2,CC1=NN(C(=O)C1C(=O)c1ccccc1)c1ccccc1 |t:1|,CC1=NN(c2ccccc2)C(=O)C1C(=O)c1ccccc1,4551-69-3
4-azaindole,272-49-1,,118.139,C7H6N2,c1cc2ncccc2[nH]1,c1cnc2cc[nH]c2c1,272-49-1
"4-Aminoveratrole, 98%",6315-89-5,,153.181,C8H11NO2,COc1ccc(N)cc1OC,,
4-AMINOSTYRENE,1520-21-4,,119.167,C8H9N,Nc1ccc(C=C)cc1,C=Cc1ccc(N)cc1,1520-21-4
4-aminopyrimidine,591-54-8,,95.105,C4H5N3,Nc1ccncn1,Nc1ccncn1,591-54-8
4-Aminopyridine,504-24-5,,94.117,C5H6N2,Nc1ccncc1,Nc1ccncc1,504-24-5
4-Aminophthalimide,3676-85-5,,162.148,C8H6N2O2,Nc1ccc2C(=O)NC(=O)c2c1,Nc1ccc2c(c1)C(=O)NC2=O,3676-85-5
"4-Aminophenylacetic acid, 98%",1197-55-3,,151.165,C8H9NO2,Nc1ccc(CC(O)=O)cc1,,
"4-Aminophenol, 97%",123-30-8,,109.128,C6H7NO,Nc1ccc(O)cc1,,
4-aminoindole,5192-23-4,,132.166,C8H8N2,Nc1cccc2[nH]ccc12,Nc1cccc2[nH]ccc12,5192-23-4
"4-Aminobutyric acid, 99+%",56-12-2,,103.121,C4H9NO2,NCCCC(O)=O,,
4-Aminobutyraldehyde diethyl acetal,6346-09-4,,161.245,C8H19NO2,CCOC(CCCN)OCC,CCOC(CCCN)OCC,6346-09-4
4-AMINOBIPHENYL,92-67-1,,169.227,C12H11N,Nc1ccc(cc1)-c1ccccc1,Nc1ccc(-c2ccccc2)cc1,92-67-1
4-aminobenzyl alcohol,0623-04-01,,0,,,Nc1ccc(CO)cc1,623-04-1
4-Aminobenzyl alcohol,623-04-1,,123.155,C7H9NO,Nc1ccc(CO)cc1,Nc1ccc(CO)cc1,623-04-1
4-Aminobenzotrifluoride,455-14-1,,161.127,C7H6F3N,Nc1ccc(cc1)C(F)(F)F,Nc1ccc(C(F)(F)F)cc1,455-14-1
"4-Aminobenzophenone, 98%",1137-41-3,,197.237,C13H11NO,Nc1ccc(cc1)C(=O)c1ccccc1,,
4-Aminobenzonitrile,873-74-5,,118.139,C7H6N2,Nc1ccc(cc1)C#N,N#Cc1ccc(N)cc1,873-74-5
"4-Aminobenzoic acid, 99%",150-13-0,,137.138,C7H7NO2,Nc1ccc(cc1)C(O)=O,,
"4-AMINO-N,N-DIMETHYL-BENZENESULFONAMIDE",1709-59-7,,200.26,C8H12N2O2S,CN(C)S(=O)(=O)c1ccc(N)cc1,CN(C)S(=O)(=O)c1ccc(N)cc1,1709-59-7
"4-Amino-5,6-dihydro-2H-pyridine-1,3-dicarboxylic acid 1-tert-butyl ester 3-ethyl ester",947403-75-0,,270.329,C13H22N2O4,CCOC(=O)C1=C(N)CCN(C1)C(=O)OC(C)(C)C |c:5|,CCOC(=O)C1=C(N)CCN(C(=O)OC(C)(C)C)C1,947403-75-0
"4-Amino-4H-1,2,4-triazole, 99%",584-13-4,,84.082,C2H4N4,Nn1cnnc1,,
4-Amino-3-pyridinecarboxylic acid,7418-65-7,,138.126,C6H6N2O2,Nc1ccncc1C(O)=O,Nc1ccncc1C(=O)O,7418-65-7
4-Amino-3-iodobenzonitrile,33348-34-4,,244.035,C7H5IN2,Nc1ccc(cc1I)C#N,N#Cc1ccc(N)c(I)c1,33348-34-4
4-amino-3-bromopyridine,3534-98-0,,0,,,Nc1ccncc1Br,13534-98-0
4-Amino-3-bromobenzotrifluoride,57946-63-1,,240.023,C7H5BrF3N,Nc1ccc(cc1Br)C(F)(F)F,Nc1ccc(C(F)(F)F)cc1Br,57946-63-1
4-AMINO-3-BROMOBENZOIC ACID,6311-37-1,,216.034,C7H6BrNO2,Nc1ccc(cc1Br)C(O)=O,Nc1ccc(C(=O)O)cc1Br,6311-37-1
"4-Amino-2,2,6,6-tetramethylpiperidine, 98%, pure",36768-62-4,,156.273,C9H20N2,CC1(C)CC(N)CC(C)(C)N1,,
4-Amino-1-naphthonitrile,58728-64-6,,168.199,C11H8N2,Nc1ccc(C#N)c2ccccc12,N#Cc1ccc(N)c2ccccc12,58728-64-6
4-Amino-1-N-butoxycarbonyl-4-methyl-piperidine,343788-69-2,,214.309,C11H22N2O2,CC(C)(C)OC(=O)N1CCC(C)(N)CC1,CCCCOC(=O)N1CCC(C)(N)CC1,1060803-31-7
4-Amino-1-butanol,13325-10-5,,89.138,C4H11NO,NCCCCO,NCCCCO,13325-10-5
"4-Allylanisole, 98%",140-67-0,,148.205,C10H12O,COc1ccc(CC=C)cc1,,
"4-Acetylpyridine, 98%",1122-54-9,,121.139,C7H7NO,CC(=O)c1ccncc1,,
4-acetylbutyric acid,01-06-3128,,0,,,CC(=O)CCCC(=O)O,3128-06-1
"4-Acetylbiphenyl, 97%",92-91-1,,196.249,C14H12O,CC(=O)c1ccc(cc1)-c1ccccc1,,
4-ACETYLBENZONITRILE,1443-80-7,,145.161,C9H7NO,CC(=O)c1ccc(cc1)C#N,CC(=O)c1ccc(C#N)cc1,1443-80-7
4-Acetylbenzenesulfonyl chloride,1788-10-9,,218.65,C8H7ClO3S,CC(=O)c1ccc(cc1)S(Cl)(=O)=O,CC(=O)c1ccc(S(=O)(=O)Cl)cc1,1788-10-9
4-ACETOXYBENZALDEHYDE,878-00-2,,164.16,C9H8O3,CC(=O)Oc1ccc(C=O)cc1,CC(=O)Oc1ccc(C=O)cc1,878-00-2
4-ACETOXYACETOPHENONE,13031-43-1,,178.187,C10H10O3,CC(=O)Oc1ccc(cc1)C(C)=O,,13031-43-1
4-Acetamidobenzaldehyde,122-85-0,,163.176,C9H9NO2,CC(=O)Nc1ccc(C=O)cc1,CC(=O)Nc1ccc(C=O)cc1,122-85-0
"4-ACETAMIDO-2,2,6,6-TETRAMETHYL-1-OXOPIPERIDINIUM TETRAFLUOROBORATE,95.0+%(T)",219543-09-6,,301.11,C11H22BF4N2O2,F[B-](F)(F)F.CC(=O)NC1CC(C)(C)N(O)C(C)(C)C1,,
4-(TRIFLUOROMETHYL)THIOPHENOL,825-83-2,,178.17,C7H5F3S,FC(F)(F)c1ccc(S)cc1,FC(F)(F)c1ccc(S)cc1,825-83-2
4-(TRIFLUOROMETHYL)STYRENE,402-50-6,,172.15,C9H7F3,FC(F)(F)c1ccc(C=C)cc1,C=Cc1ccc(C(F)(F)F)cc1,402-50-6
4-(Trifluoromethyl)pyridine,3796-24-5,,147.1,C6H4F3N,FC(F)(F)c1ccncc1,FC(F)(F)c1ccncc1,3796-24-5
4-(TRIFLUOROMETHYL)PHENYLACETONITRILE,2338-75-2,,185.149,C9H6F3N,FC(F)(F)c1ccc(CC#N)cc1,N#CCc1ccc(C(F)(F)F)cc1,2338-75-2
4-(Trifluoromethyl)phenylacetic acid,32857-62-8,,204.148,C9H7F3O2,OC(=O)Cc1ccc(cc1)C(F)(F)F,O=C(O)Cc1ccc(C(F)(F)F)cc1,32857-62-8
4-(TRIFLUOROMETHYL)PHENYL ISOTHIOCYANATE,1645-65-4,,203.18,C8H4F3NS,FC(F)(F)c1ccc(cc1)N=C=S,FC(F)(F)c1ccc(N=C=S)cc1,1645-65-4
4-(Trifluoromethyl)phenacyl bromide,383-53-9,,267.045,C9H6BrF3O,FC(F)(F)c1ccc(cc1)C(=O)CBr,O=C(CBr)c1ccc(C(F)(F)F)cc1,383-53-9
4-(Trifluoromethyl)cinnamic acid,16642-92-5,,216.159,C10H7F3O2,OC(=O)\C=C\c1ccc(cc1)C(F)(F)F,O=C(O)C=Cc1ccc(C(F)(F)F)cc1,2062-26-2
4-(Trifluoromethyl)benzyl mercaptan,108499-24-7,,192.2,C8H7F3S,FC(F)(F)c1ccc(CS)cc1,FC(F)(F)c1ccc(CS)cc1,108499-24-7
4-(TRIFLUOROMETHYL)BENZYL BROMIDE,402-49-3,,239.035,C8H6BrF3,FC(F)(F)c1ccc(CBr)cc1,FC(F)(F)c1ccc(CBr)cc1,402-49-3
4-(Trifluoromethyl)benzoic acid,455-24-3,,190.121,C8H5F3O2,OC(=O)c1ccc(cc1)C(F)(F)F,O=C(O)c1ccc(C(F)(F)F)cc1,455-24-3
4-(TRIFLUOROMETHYL)BENZHYDRAZIDE,339-59-3,,204.152,C8H7F3N2O,NNC(=O)c1ccc(cc1)C(F)(F)F,NNC(=O)c1ccc(C(F)(F)F)cc1,339-59-3
4-(Trifluoromethyl)benzenesulfonamide,830-43-3,,225.19,C7H6F3NO2S,NS(=O)(=O)c1ccc(cc1)C(F)(F)F,NS(=O)(=O)c1ccc(C(F)(F)F)cc1,830-43-3
4-(Trifluoromethyl)benzene-1-sulfonyl chloride,2991-42-6,,244.61,C7H4ClF3O2S,FC(F)(F)c1ccc(cc1)S(Cl)(=O)=O,O=S(=O)(Cl)c1ccc(C(F)(F)F)cc1,2991-42-6
4-(trifluoromethyl)benzene sulfonyl chloride,2291-42-6,,0,,,FC(F)(F)c1ccccc1.O=S(=O)(Cl)Cl,
4-(Trifluoromethyl)benzamide,1891-90-3,,189.137,C8H6F3NO,NC(=O)c1ccc(cc1)C(F)(F)F,NC(=O)c1ccc(C(F)(F)F)cc1,1891-90-3
4-(Trifluoromethoxy)benzenesulfonyl chloride,94108-56-2,,260.61,C7H4ClF3O3S,FC(F)(F)Oc1ccc(cc1)S(Cl)(=O)=O,O=S(=O)(Cl)c1ccc(OC(F)(F)F)cc1,94108-56-2
4-(TRIFLUOROMETHOXY)BENZAMIDE,456-71-3,,205.136,C8H6F3NO2,NC(=O)c1ccc(OC(F)(F)F)cc1,NC(=O)c1ccc(OC(F)(F)F)cc1,456-71-3
4-(Trifluoromethoxy)benzaldehyde,659-28-9,,190.121,C8H5F3O2,FC(F)(F)Oc1ccc(C=O)cc1,O=Cc1ccc(OC(F)(F)F)cc1,659-28-9
4-(Trifluoromethoxy)aniline,461-82-5,,177.126,C7H6F3NO,Nc1ccc(OC(F)(F)F)cc1,Nc1ccc(OC(F)(F)F)cc1,461-82-5
4-(TRIETHYLSILYL)-3-BUTYN-1-OL,160194-29-6,,184.354,C10H20OSi,CC[Si](CC)(CC)C#CCCO,CC[Si](C#CCCO)(CC)CC,160194-29-6
4-(tert-Butyl)phthalonitrile,32703-80-3,,184.242,C12H12N2,CC(C)(C)c1ccc(C#N)c(c1)C#N,CC(C)(C)c1ccc(C#N)c(C#N)c1,32703-80-3
4-(TERT-BUTYL)PHENYLACETYLENE,772-38-3,,158.244,C12H14,CC(C)(C)c1ccc(cc1)C#C,C#Cc1ccc(C(C)(C)C)cc1,772-38-3
4-(tert-Butyl)benzyl mercaptan,49543-63-7,,180.31,C11H16S,CC(C)(C)c1ccc(CS)cc1,CC(C)(C)c1ccc(CS)cc1,49543-63-7
4-(t-Butyldimethylsilyloxy)benzaldehyde,120743-99-9,,236.386,C13H20O2Si,CC(C)(C)[Si](C)(C)Oc1ccc(C=O)cc1,CC(C)(C)[Si](C)(C)Oc1ccc(C=O)cc1,120743-99-9
4-(Pyridin-4-yl)benzonitrile,144397-70-6,,180.21,C12H8N2,N#Cc1ccc(cc1)-c1ccncc1,N#Cc1ccc(-c2ccncc2)cc1,144397-70-6
4-(METHYLTHIO)BENZYL BROMIDE,38185-19-2,,217.12,C8H9BrS,CSc1ccc(CBr)cc1,CSc1ccc(CBr)cc1,38185-19-2
4-(Methylmercapto)aniline,104-96-1,,139.22,C7H9NS,CSc1ccc(N)cc1,CSc1ccc(N)cc1,104-96-1
4-(methoxycarbonyl)bicyclo[2.2.2]octane-1-carboxylic acid,18720-35-9,,212.245,C11H16O4,COC(=O)C12CCC(CC1)(CC2)C(O)=O,COC(=O)C12CCC(C(=O)O)(CC1)CC2,18720-35-9
"4-(Hydroxymethyl)-1,3-dioxolan-2-one, 90%",931-40-8,,118.088,C4H6O4,OCC1COC(=O)O1,,
4-(Dimethylamino)phenylboronic acid,28611-39-4,,165,C8H12BNO2,CN(C)c1ccc(cc1)B(O)O,CN(C)c1ccc(B(O)O)cc1,28611-39-4
4-(Dimethylamino)benzophenone,530-44-9,,225.291,C15H15NO,CN(C)c1ccc(cc1)C(=O)c1ccccc1,CN(C)c1ccc(C(=O)c2ccccc2)cc1,530-44-9
4-(Difluoromethyl)pyridine,82878-62-4,,125.08,C6HF2N,FC(F)c1[c-][c-]n[c-][c-]1,FC(F)c1ccncc1,82878-62-4
4-(CHLOROSULFONYL)BENZOIC ACID,10130-89-9,,220.62,C7H5ClO4S,OC(=O)c1ccc(cc1)S(Cl)(=O)=O,O=C(O)c1ccc(S(=O)(=O)Cl)cc1,10130-89-9
4-(BROMOMETHYL)PYRIDINE HYDROBROMIDE,73870-24-3,,252.937,C6H7Br2N,Br.BrCc1ccncc1,Br.BrCc1ccncc1,73870-24-3
"4-(BROMOMETHYL)-5-METHYL-2-PHENYL-2H-1,2,3-TRIAZOLE",13322-02-6,,252.115,C10H10BrN3,Cc1nn(nc1CBr)-c1ccccc1,Cc1nn(-c2ccccc2)nc1CBr,13322-02-6
4-(aminomethyl)-2-methoxyphenol hydrochloride,7149-10-2,,189.64,C8H12ClNO2,Cl.COc1cc(CN)ccc1O,COc1cc(CN)ccc1O.Cl,7149-10-2
4-(4-Methoxyphenyl)aniline,1137-77-5,,199.253,C13H13NO,COc1ccc(cc1)-c1ccc(N)cc1,COc1ccc(-c2ccc(N)cc2)cc1,1137-77-5
4-(4-Hydroxyphenyl)-2-butanone,5471-51-2,,164.204,C10H12O2,CC(=O)CCc1ccc(O)cc1,CC(=O)CCc1ccc(O)cc1,5471-51-2
4-(4-Fluorophenyl)-6-isopropyl-2-[(N-methyl-N-methylsulfonyl)amino]pyrimidinyl-5-yl-formyl,147118-37-4,,351.4,C16H18FN3O3S,CC(C)c1nc(nc(-c2ccc(F)cc2)c1C=O)N(C)S(C)(=O)=O,,147118-37-4
4-(4-fluorophenyl)-6-isopropyl-2-[(N-methyl-n-methylsulfonyl)amino]pyrimidine-5-yl-methanol,147118-36-3,,353.41,C16H20FN3O3S,CC(C)c1nc(nc(-c2ccc(F)cc2)c1CO)N(C)S(C)(=O)=O,,147118-36-3
4-(3-Methoxyphenyl)aniline,207287-79-4,,199.253,C13H13NO,COc1cccc(c1)-c1ccc(N)cc1,COc1cccc(-c2ccc(N)cc2)c1,207287-79-4
4-(2-Pyridinyl)benzaldehyde,127406-56-8,,183.21,C12H9NO,O=Cc1ccc(cc1)-c1ccccn1,O=Cc1ccc(-c2ccccn2)cc1,127406-56-8
4-(2-HYDROXYETHYL)BENZONITRILE,69395-13-7,,147.177,C9H9NO,OCCc1ccc(cc1)C#N,N#Cc1ccc(CCO)cc1,69395-13-7
4-(2-bromoethyl)phenol,14140-15-9,,201.063,C8H9BrO,Oc1ccc(CCBr)cc1,Oc1ccc(CCBr)cc1,14140-15-9
"4-(2,6,6-Trimethylcyclohex-1-en-1-yl)butan-2-one",17283-81-7,,194.318,C13H22O,CC(=O)CCC1=C(C)CCCC1(C)C |c:5|,CC(=O)CCC1=C(C)CCCC1(C)C,17283-81-7
"4-(2,6,6-Trimethyl-1-cyclohexenyl)-3-buten-2-one",79-77-6,,192.302,C13H20O,CC(=O)\C=C\C1=C(C)CCCC1(C)C |c:5|,CC(=O)C=CC1=C(C)CCCC1(C)C,14901-07-6
"4,7-Diphenyl-1,10-phenanthroline",1662-01-7,,332.406,C24H16N2,c1ccc(cc1)-c1ccnc2c1ccc1c(ccnc21)-c1ccccc1,c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1,1662-01-7
"4,7-DIMETHOXY-1,10-PHENANTHROLINE",92149-07-0,,240.262,C14H12N2O2,COc1ccnc2c1ccc1c(OC)ccnc21,COc1ccnc2c1ccc1c(OC)ccnc12,92149-07-0
"4,7-Dibromo-2,1,3-benzothiadiazole",15155-41-6,,293.96,C6H2Br2N2S,Brc1ccc(Br)c2nsnc12,Brc1ccc(Br)c2nsnc12,15155-41-6
"4,6-BIS(DIPHENYLPHOSPHINO)PHENOXAZINE",261733-18-0,,551.566,C36H27NOP2,N1c2cccc(P(c3ccccc3)c3ccccc3)c2Oc2c1cccc2P(c1ccccc1)c1ccccc1,c1ccc(P(c2ccccc2)c2cccc3c2Oc2c(cccc2P(c2ccccc2)c2ccccc2)N3)cc1,261733-18-0
"4,6-Bis((R)-4-phenyl-4,5-dihydrooxazol-2-yl)dibenzo[b,d]furan",195433-00-2,,0,,,c1ccc([C@@H]2COC(c3cccc4c3oc3c(C5=N[C@H](c6ccccc6)CO5)cccc34)=N2)cc1,195433-00-2
"4,5-Dimethoxy-2-nitrobenzonitrile",102714-71-6,,208.173,C9H8N2O4,COc1cc(C#N)c(cc1OC)[N+]([O-])=O,COc1cc(C#N)c([N+](=O)[O-])cc1OC,102714-71-6
"4,5-DIFLUOROPHTHALONITRILE",134450-56-9,,164.115,C8H2F2N2,Fc1cc(C#N)c(cc1F)C#N,N#Cc1cc(F)c(F)cc1C#N,134450-56-9
"4,5-DIFLUOROPHTHALIC ANHYDRIDE",18959-30-3,,184.098,C8H2F2O3,Fc1ccc2C(=O)OC(=O)c2c1F,O=C1OC(=O)c2cc(F)c(F)cc21,18959-30-3
"4,5-dichlorophthalimide",15997-89-4,,216.02,C8H3Cl2NO2,Clc1cc2C(=O)NC(=O)c2cc1Cl,O=C1NC(=O)c2cc(Cl)c(Cl)cc21,15997-89-4
"4,5-DICHLOROPHTHALIC ANHYDRIDE",942-06-3,,217,C8H2Cl2O3,Clc1cc2C(=O)OC(=O)c2cc1Cl,O=C1OC(=O)c2cc(Cl)c(Cl)cc21,942-06-3
"4,5-Dichloroimidazole",15965-30-7,,136.96,C3H2Cl2N2,Clc1nc[nH]c1Cl,Clc1nc[nH]c1Cl,15965-30-7
"4,5-Dibromo-2,7-di-tert-butyl-9,9-dimethyl-9H-xanthene",130525-43-8,,480.284,C23H28Br2O,CC(C)(C)c1cc(Br)c2Oc3c(Br)cc(cc3C(C)(C)c2c1)C(C)(C)C,CC(C)(C)c1cc(Br)c2c(c1)C(C)(C)c1cc(C(C)(C)C)cc(Br)c1O2,130525-43-8
"4,5-Di(9H-carbazol-9-yl)phthalonitrile",1416881-50-9,,0,,,N#Cc1cc(-n2c3ccccc3c3ccccc32)c(-n2c3ccccc3c3ccccc32)cc1C#N,1416881-50-9
"4,5,6,7-tetrachloro-2-hydroxyisoindoline-1,3-dione",85342-65-0,,300.9,C8HCl4NO3,ON1C(=O)c2c(C1=O)c(Cl)c(Cl)c(Cl)c2Cl,O=C1c2c(Cl)c(Cl)c(Cl)c(Cl)c2C(=O)N1O,85342-65-0
"4,4-Piperidinediol hydrochloride",40064-34-4,,153.61,C5H12ClNO2,Cl.OC1(O)CCNCC1,Cl.OC1(O)CCNCC1,
"4,4-Diphenyl-2-butanone, 98%",5409-60-9,,224.303,C16H16O,CC(=O)CC(c1ccccc1)c1ccccc1,,
"4,4-Dimethylcyclohexanone, 98%",4255-62-3,,126.199,C8H14O,CC1(C)CCC(=O)CC1,,
"4,4-dimethyl-5-oxopentanenitrile",6140-61-0,,240.91,C6H4BrCl2N,Clc1ccc(CBr)nc1Cl,CC(C)(C=O)CCC#N,6140-61-0
"4,4-Dimethyl-2-oxazoline",30093-99-3,,99.133,C5H9NO,CC1(C)COC=N1 |c:5|,CC1(C)COC=N1,30093-99-3
"4,4-DIMETHYL-2-CYCLOHEXEN-1-ONE",1073-13-8,,124.183,C8H12O,CC1(C)CCC(=O)C=C1 |c:7|,CC1(C)C=CC(=O)CC1,1073-13-8
"4,4-dimethyl-2-(1,10-phenanthrolin-2-yl)-4,5-dihydrooxazole",1101906-42-6,,277.327,C17H15N3O,CC1(C)COC(=N1)c1ccc2ccc3cccnc3c2n1 |c:5|,CC1(C)COC(c2ccc3ccc4cccnc4c3n2)=N1,1101906-42-6
"4,4-DIMETHOXY-BUTYRIC ACID METHYL ESTER",4220-66-0,,162.185,C7H14O4,COC(CCC(=O)OC)OC,COC(=O)CCC(OC)OC,4220-66-0
"4,4-Difluorocyclohexanone",22515-18-0,,134.126,C6H8F2O,FC1(F)CCC(=O)CC1,O=C1CCC(F)(F)CC1,22515-18-0
"4,4-Difluorocyclohexanecarboxylic acid",122665-97-8,,164.152,C7H10F2O2,OC(=O)C1CCC(F)(F)CC1,O=C(O)C1CCC(F)(F)CC1,122665-97-8
"4,4,4-TRIFLUOROBUTAN-2-ONE",2366-70-3,,126.078,C4H5F3O,CC(=O)CC(F)(F)F,CC(=O)CC(F)(F)F,2366-70-3
